name,isin,bse,nse,series,url
KCD-RE,INE185U20019,750788,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kcdindustriesindiare/KII02
KCK Ind,INE0J1E01019,0,KCK,SM,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/kckindustries/KI13
KCL Infra,INE469F01026,531784,,,https://www.moneycontrol.com/india/stockpricequote/kclinfra/kclinfraprojects/KC11
KCLINF-RE,INE469F20018,750727,,,https://www.moneycontrol.com/india/stockpricequote/infrastructure/kclinfraprojectsre/KIP01
KCP,INE805C01028,590066,KCP,EQ,https://www.moneycontrol.com/india/stockpricequote/cementmajor/kcp/KCP
KCP Sugar,INE790B01024,533192,KCPSUGIND,EQ,https://www.moneycontrol.com/india/stockpricequote/sugar/kcpsugarindcorp/KCP01
KDDL,INE291D01011,532054,KDDL,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kddl/KDD
KDDL RE,INE291D20011,750660,KDDL-RE,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kddlre/KR03
KDJ Holidayscap,INE089E01025,530701,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/kdjholidayscapesresorts/GFI
KEC Intl,INE389H01022,532714,KEC,EQ,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04
KEEPLN-RE,INE055C20012,750867,KEEPLN-RE,,https://www.moneycontrol.com/india/stockpricequote/keeplnre/dsjkeeplearningre/DKL
KEI Industries,INE878B01027,517569,KEI,EQ,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/keiindustries/KEI
KEIL,INE534E01020,539620,,,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/kanoriaenergyinfrastructure/AI74
KELTECH Energ,INE881E01017,506528,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/keltechenergies/KEL03
KEW Industries,INE700H01012,532758,,,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/kewindustries/KEW01
KFA Corporation,INE123E01014,504810,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kfacorporation/KFA
KFin Tech,INE138Y01010,543720,KFINTECH,EQ,https://www.moneycontrol.com/india/stockpricequote/financeothers/kfintechnologies/KT07
KG Denim,INE104A01012,500239,KGDENIM,,https://www.moneycontrol.com/india/stockpricequote/textilesdenim/kgdenim/KGD
KG Petrochem,INE902G01016,531609,,,https://www.moneycontrol.com/india/stockpricequote/plastics/kgpetrochem/KGP
KGN Agro Intern,,531947,,,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/kgnagrointernationals/KGN
KGN Enterprises,INE755B01019,533790,,,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/kgnenterprises/KGN02
KGN Industries,INE196C01022,531612,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kgnindustries/KGN01
KHFM HOSPITALIT,INE00UG01014,0,KHFM,SM,https://www.moneycontrol.com/india/stockpricequote/khfmhospitalit/khfmhospitalityfacilitymanagementservices/KHF01
KHOOBSU-RE,INE731G20019,750862,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/khoobsuratre/KR06
KIC Metaliks,INE434C01027,513693,,,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/kicmetaliks/KIC03
KIFS Financial,INE902D01013,535566,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/kifsfinancialservices/KIF03
KIOCL,INE880L01014,540680,KIOCL,EQ,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/kiocl/KIO
KJMC Corporate,INE602C01011,532304,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kjmccorporateadvisorsindia/KJM01
KJMC Fin Ser,INE533C01018,530235,KJMCFIN,,https://www.moneycontrol.com/india/stockpricequote/kjmcfinser/kjmcfinancialservices/KJM
KK Shah Hospita,INE0OH401016,544013,,,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/kkshahhospitals/KSH
KKV Agro Powers,INE239T01016,0,KKVAPOW,SM,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/kkvagropowers/KAP
KLG Capital,INE929C01018,530771,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/klgcapitalservices/KLG01
KLRF,INE014E01015,507598,KLRF,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kovilpattilakshmirollerflourmills/KLR
KM Sugar Mills,INE157H01023,532673,KMSUGAR,BE,https://www.moneycontrol.com/india/stockpricequote/sugar/kmsugarmills/KMS
KMC Speciality,INE879K01018,524520,,,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/kmcspecialityhospitals/KMC03
KMF Builders,INE580H01026,531578,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/kmfbuildersdevelopers/KMF02
KMG Milk Food,INE873N01015,519415,,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kmgmilkfood/RDA
KMS Medisurgi,INE870V01014,540468,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kmsmedisurgi/KM05
KN Agri Res,INE0KNW01016,0,KNAGRI,ST,https://www.moneycontrol.com/india/stockpricequote/vegetableoilsproducts/knagriresources/KAR
KNR Construct,INE634I01029,532942,KNRCON,EQ,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/knrconstructions/KC13
KP Green Eng,INE0QVH01025,544150,,,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/kpgreenengineering/KGE01
KPIGREEN,INE542W01025,542323,KPIGREEN,BE,https://www.moneycontrol.com/india/stockpricequote/kpigreen/kpigreenenergy/KPIGL54232
KPIL,INE220B01022,522287,KPIL,EQ,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kalpataruprojectsinternational/KPT
KPIT Tech,INE04I401011,542651,KPITTECH,EQ,https://www.moneycontrol.com/india/stockpricequote/kpittech/kpittechnologies/KPITT54265
KPR Mill,INE930H01031,532889,KPRMILL,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kprmill/M15
KPT Industries,INE731D01024,505299,,,https://www.moneycontrol.com/india/stockpricequote/machinetools/kptindustries/KPT01
KRBL,INE001B01026,530813,KRBL,EQ,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/krbl/KRB01
KS Oils,INE727D01022,526209,KSOILS,,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ksoils/KSO
KSB Pumps,INE999A01023,500249,KSB,EQ,https://www.moneycontrol.com/india/stockpricequote/pumps/ksb/KSB
KSBBSBKLB,,543645,,,https://www.moneycontrol.com/india/stockpricequote/ksbbsbklb/ksbbsbklb/HIL02
KSE,INE953E01014,519421,KSE,,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/kse/KSE
KSHITI-RE,INE013820019,0,KSHITI-RE,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kshitijpolylinere/KPR01
KSK Energy Vent,INE143H01015,532997,KSK,,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/kskenergyventures/KEV
KSL & Ind,INE219A01026,530149,,,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/kslindustries/KSL04
KSS,INE216D01026,532081,KSERASERA,,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/kss/GPM
KSolves,INE0D6I01015,543599,KSOLVES,EQ,https://www.moneycontrol.com/india/stockpricequote/software/ksolvesindia/KI09
KZ Leasing,INE006C01015,511728,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/kzleasingfinance/KZL
Kaarya Faciliti,INE282Y01016,540756,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaaryafacilitiesservices/KFS05
Kabra Comm,INE926E01010,539393,,,https://www.moneycontrol.com/india/stockpricequote/trading/kabracommercial/KC16
Kabra Drugs,INE323K01017,524322,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kabradrugs/KD
Kabra Extrusion,INE900B01029,524109,KABRAEXTRU,EQ,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/kabraextrusiontechnik/KET
Kabsons Ind,INE645C01010,524675,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kabsonsindustries/KI12
Kahan Packaging,INE04T901017,543979,,,https://www.moneycontrol.com/india/stockpricequote/packagingsacksbags/kahanpackaging/KP15
Kailash Auto,INE410O01022,511357,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/kailashautofinance/KAF
Kaira Can,INE375D01012,504840,,,https://www.moneycontrol.com/india/stockpricequote/packaging/kairacancompany/KCC01
Kaiser Corp,INE229G01022,531780,,,https://www.moneycontrol.com/india/stockpricequote/packaging/kaisercorporation/KP09
Kajal Synthetic,INE956V01011,512147,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/kajalsyntheticssilkmills/KSS01
Kajaria Ceramic,INE217B01036,500233,KAJARIACER,EQ,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06
Kaka Industries,INE0P3N01018,543939,,,https://www.moneycontrol.com/india/stockpricequote/plasticproducts/kakaindustries/KI25
Kakatiya Cement,INE437B01014,500234,KAKATCEM,EQ,https://www.moneycontrol.com/india/stockpricequote/cementmini/kakatiyacements/KC01
Kakatiya Tex,INE092E01011,521054,,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/kakatiyatextiles/KT
Kalahridhaan,INE02M801018,KALATRENDZ,KTL,SM,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/kalahridhaantrendz/KTL01
Kalindee Rail,INE178D01010,522259,KALINDEE,,https://www.moneycontrol.com/india/stockpricequote/engineering/kalindeerailnirmanengineers/KRN
Kallam Spinning,INE629F01025,530201,,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/kallamtextiles/KSM
Kalpa comm,INE059Q01014,539014,,,https://www.moneycontrol.com/india/stockpricequote/trading/kalpacommercial/KC15
Kalptaru Papers,INE783C01019,590036,,,https://www.moneycontrol.com/india/stockpricequote/paper/kalptarupapers/KP13
Kalyan Capitals,INE149Q01021,538778,,,https://www.moneycontrol.com/india/stockpricequote/kalyancapitals/kalyancapitals/AMI
Kalyan Jeweller,INE303R01014,543278,KALYANKJIL,EQ,https://www.moneycontrol.com/india/stockpricequote/diamondjewellery/kalyanjewellersindia/KJI01
Kalyani Cast,INE0N6U01018,544023,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kalyanicasttech/KCL05
Kalyani Forge,INE314G01014,513509,KALYANIFRG,BE,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/kalyaniforge/KF02
Kalyani Invest,INE029L01018,533302,KICL,BE,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kalyaniinvestmentcompany/KIC04
Kalyani Steels,INE907A01026,500235,KSL,EQ,https://www.moneycontrol.com/india/stockpricequote/steelrolling/kalyanisteels/KS01
Kalyanpur Cem,INE991E01022,502150,,,https://www.moneycontrol.com/india/stockpricequote/cementmajor/kalyanpurcements/KCL01
Kama Holdings,INE411F01010,532468,,,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/kamaholdings/SRF03
Kamadgiri,INE535C01013,514322,,,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/kamadgirifashion/KS02
Kamanwala,INE344D01018,511131,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/kamanwalahousingconstruction/KHC01
Kamat Hotels,INE967C01018,526668,KAMATHOTEL,EQ,https://www.moneycontrol.com/india/stockpricequote/hotels/kamathotelsindia/KHI
Kamdhenu,INE390H01012,532741,KAMDHENU,EQ,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/kamdhenu/KI24
Kameshwari Ind,INE335N01015,531825,,,https://www.moneycontrol.com/india/stockpricequote/cementmini/kameshwariindustries/KIL03
Kanani Ind,INE879E01037,506184,KANANIIND,EQ,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/kananiindustries/KI26
Kanchi Karp,INE081G01019,538896,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/kanchikarpooram/KK01
Kanco Enter,INE248D01011,590084,,,https://www.moneycontrol.com/india/stockpricequote/textilescottonblended/kancoenterprises/KE08
Kanco Tea,INE398L01017,541005,,,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/kancoteaindustries/KTI05
Kandagiri Spin,INE292D01019,521242,KANDAGIRI,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/kandagirispinningmills/KSM01
Kandarp Digi,INE0MOT01016,0,KANDARP,SM,https://www.moneycontrol.com/india/stockpricequote/bpoites/kandarpdigismartbpo/KDS
Kanel Ind,INE252C01015,500236,KANELOIL,,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/kanelindustries/KOE02
Kanika Infocom,INE173B01023,532367,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kanikainfocomglobal/KIG
Kanishk Steel,INE791E01018,513456,,,https://www.moneycontrol.com/india/stockpricequote/steelrolling/kanishksteelindustries/KSI01
Kanoria Chem,INE138C01024,506525,KANORICHEM,EQ,https://www.moneycontrol.com/india/stockpricequote/chemicals/kanoriachemicalsindustries/KCI01
Kanpur Plast,INE694E01014,507779,KANPRPLA,EQ,https://www.moneycontrol.com/india/stockpricequote/packaging/kanpurplastipacks/KP02
Kanpur Plastipa,IN9694E01012,890143,,,https://www.moneycontrol.com/india/stockpricequote/kanpurplastipa/kanpurplastipacklimited/KANPR89014
Kansai Nerolac,INE531A01024,500165,KANSAINER,EQ,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP
Kanungo Financi,INE453S01015,540515,,,https://www.moneycontrol.com/india/stockpricequote/kanungofinanci/kanungofinanciers/KF18
Kapil Cotex Ltd,INE393H01016,512036,,,https://www.moneycontrol.com/india/stockpricequote/kapilcotexltd/kapilcotex/KCL02
Kapil Raj Finan,INE332Q01015,539679,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/kapilrajfinancelimited/KRF01
Kappac Pharma,INE601D01011,506938,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kappacpharma/KP03
Kapston Service,INE542Z01010,0,KAPSTON,BE,https://www.moneycontrol.com/india/stockpricequote/kapstonservice/kapstonservices/KFM
Kar Mobiles,INE916E01011,590053,,,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/karmobiles/KM06
Karan Woo-Sin,INE327D01013,526115,,,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/karanwoosin/KWS
Karma Energy,INE725L01011,533451,KARMAENG,BE,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/karmaenergy/KE9
Karma Ind,INE416F01019,512585,,,https://www.moneycontrol.com/india/stockpricequote/printingstationery/karmaindustries/KI29
Karnataka Bank,INE614B01018,532652,KTKBANK,EQ,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karnatakabank/KB04
Karnavati Fin,INE554R01020,538928,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/karnavatifinance/KF09
Karnika Ind,INE0MGA01012,,KARNIKA,SM,https://www.moneycontrol.com/india/stockpricequote/textiles/karnikaindustries/KIL06
Karnimata Cold,INE576P01019,537784,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/karnimatacoldstorage/KCS01
Kartik Invest,INE524U01019,501151,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kartikinvestmentstrust/KIT
Karur KCP,INE727F01019,531363,KARURKCP,,https://www.moneycontrol.com/india/stockpricequote/packaging/karurkcppackagings/KKC
Karur Vysya,INE036D01028,590003,KARURVYSYA,EQ,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karurvysyabank/KVB
Karuturi Global,INE299C01024,531687,KGL,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/karuturiglobal/KG03
Kashyap Tele,INE108B01029,531960,,,https://www.moneycontrol.com/india/stockpricequote/kashyaptele/kashyaptelemedicines/JO02
Katare Spinning,INE498G01015,502933,,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/katarespinningmills/KSM02
Kataria Ind,INE0SVY01018,0,KATARIA,ST,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/katariaindustries/KIL08
Kausambi Vanij,INE223P01026,538295,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kausambivanijya/KV03
Kaushalya Infra,INE234I01010,532925,KAUSHALYA,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/kaushalyainfrastructuredevelopmentcorporation/KID
Kaushalya Logis,INE0Q2V01012,KAUSHALYA,KLL,SM,https://www.moneycontrol.com/india/stockpricequote/logistics/kaushalyalogistics/KLL
Kaveri Seed,INE455I01029,532899,KSCL,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaveriseedcompany/KSC01
Kavveri Telecom,INE641C01019,590041,KAVVERITEL,BE,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/kavveritelecomproducts/KTP
Kay Cee Energy ,INE0RCG01017,,KCEIL,ST,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kayceeenergyinfra/KCE
Kay Power,INE961B01013,530255,,,https://www.moneycontrol.com/india/stockpricequote/paper/kaypowerpaper/KPP02
Kaya,INE587G01015,539276,KAYA,BE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaya/K03
Kaycee Ind,INE813G01023,504084,,,https://www.moneycontrol.com/india/stockpricequote/electricequipment/kayceeindustries/KI16
Kaynes Tech,INE918Z01012,543664,KAYNES,EQ,https://www.moneycontrol.com/india/stockpricequote/electronicscomponents/kaynestechnologyindia/KTI
Kedia Construct,INE511J01027,508993,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/kediaconstruction/KC14
Keerthi Ind,INE145L01012,518011,,,https://www.moneycontrol.com/india/stockpricequote/cementmini/keerthiindustries/KI27
Kellton Tech,INE164B01022,519602,KELLTONTEC,EQ,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kelltontechsolutions/VMF
Kelvin Fincap,INE232N01022,512113,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kelvinfincap/DS06
Kemistar Corp,INE971L01029,531163,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/kemistarcorporation/IA02
Kemp and Co,INE060E01018,506530,,,https://www.moneycontrol.com/india/stockpricequote/plastics/kempcompany/KC12
Kemrock Indus,INE990B01012,526015,KEMROCK,,https://www.moneycontrol.com/india/stockpricequote/plastics/kemrockindustriesexports/KIE
Ken Financial,INE395E01018,530547,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/kenfinancialservices/KFS02
Kennametal,INE717A01029,505890,KENNAMET,,https://www.moneycontrol.com/india/stockpricequote/machinetools/kennametalindia/WI06
Kenvi Jewels,INE923Y01023,540953,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kenvijewelslimited/KJ
Kerala Ayur,INE817B01025,530163,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/keralaayurveda/KA01
Kernex Micro,INE202H01019,532686,KERNEX,EQ,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kernexmicrosystemsindia/KMI
Kesar Ent,INE133B01019,507180,KESARENT,,https://www.moneycontrol.com/india/stockpricequote/sugar/kesarenterprises/KE01
Kesar India,INE0L1C01019,543542,,,https://www.moneycontrol.com/india/stockpricequote/constructionresidentialcommercialcomplexes/kesarindia/KI20
Kesar Petro,INE133C01033,524174,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/kesarpetroproducts/KP04
Kesar Terminals,INE096L01025,533289,KTIL,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04
Keshav Cements,INE260E01014,530977,,,https://www.moneycontrol.com/india/stockpricequote/cementmini/shrikeshavcementsandinfra/KU
Kesoram,INE087A01019,502937,KESORAMIND,EQ,https://www.moneycontrol.com/india/stockpricequote/diversified/kesoramindustries/KI08
Kesoram Ind. RE,INE087A20019,750670,KIL-RE,,https://www.moneycontrol.com/india/stockpricequote/diversified/kesoramindustriesre/KIR
Kewal Kiran,INE401H01017,532732,KKCL,EQ,https://www.moneycontrol.com/india/stockpricequote/retail/kewalkiranclothing/KKC02
Key Corporation,INE130F01016,507948,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/keycorporation/KC04
Keynote Finance,INE681C01015,512597,KEYFINSERV,EQ,https://www.moneycontrol.com/india/stockpricequote/financegeneral/keynotefinancialservices/KCS
Keystone Real,INE263M01029,543669,RUSTOMJEE,EQ,https://www.moneycontrol.com/india/stockpricequote/constructionresidentialcommercialcomplexes/keystonerealtors/KR05
Khadim India,INE834I01025,540775,KHADIM,EQ,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/khadimindialimited/KIL
Khaitan,INE731C01018,590068,KHAITANLTD,EQ,https://www.moneycontrol.com/india/stockpricequote/trading/khaitanindia/KI18
Khaitan Chemica,INE745B01028,507794,KHAICHEM,EQ,https://www.moneycontrol.com/india/stockpricequote/fertilisers/khaitanchemicalsfertilizers/KCF
Khaitan Elec,INE761A01019,504269,KHAITANELE,,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/khaitanelectricals/KE02
Khandel Ext,INE687W01010,519064,,,https://www.moneycontrol.com/india/stockpricequote/khandelext/khandelwalext/KE07
Khandwala Sec,INE060B01014,531892,KHANDSE,EQ,https://www.moneycontrol.com/india/stockpricequote/financegeneral/khandwalasecurities/KS15
Khator Fibre,INE964G01016,521127,,,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/khatorfibrefabrics/KFF01
Khazanchi Jewel,INE0OWC01011,543953,,,https://www.moneycontrol.com/india/stockpricequote/diamondjewellery/khazanchijewellers/KJ01
Khemani Distrib,INE030U01025,539788,,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/khemanidistributorsmarketing/KDM
Khoday India,INE687B01014,507435,,,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/khodayindia/KI19
Khoobsurat,INE731G01027,535730,,,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/khoobsurat/K02
Khyati Multimed,INE593B01030,531692,,,https://www.moneycontrol.com/india/stockpricequote/hotels/khyatimultimediaentertainment/KME
Kids Medical Sy,INE457Y01014,540812,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kidsmedicalsystemsltd/KMS01
Kiduja India,INE845A01010,507946,,,https://www.moneycontrol.com/india/stockpricequote/kidujaindia/kidujaindia/KI28
Kilburn Chem,INE655C01027,524699,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/kilburnchemicals/KC
Kilburn Engg,INE338F01015,522101,KILBUNENGG,,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/kilburnengineering/KE03
Kilburn Office,INE793E01014,523218,,,https://www.moneycontrol.com/india/stockpricequote/computershardware/kilburnofficeautomation/KOA
Kilitch Drugs,INE729D01010,524500,KILITCH,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kilitchdrugsindia/KDI
Kimia Bio,INE285U01025,530313,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kimiabiosciences/LO
Kinetic Eng,INE266B01017,500240,KINETICENG,,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/kineticengineering/KE
Kinetic Trust,INE674M01019,531274,,,https://www.moneycontrol.com/india/stockpricequote/kinetictrust/kinetictrust/KT01
Kingfa Science,INE473D01015,524019,KINGFA,EQ,https://www.moneycontrol.com/india/stockpricequote/plastics/kingfasciencetechnology/HSS
Kingfisher Air,INE438H01019,532747,KFA,,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/kingfisherairlines/KA02
Kings Infra,INE050N01010,530215,,,https://www.moneycontrol.com/india/stockpricequote/aquaculture/kingsinfraventures/VAF01
Kiran Print,INE516D01011,531413,,,https://www.moneycontrol.com/india/stockpricequote/printingstationery/kiranprintpack/KPP01
Kiran Syntex,INE293D01017,530443,,,https://www.moneycontrol.com/india/stockpricequote/kiransyntex/kiransyntex/KS07
Kiran Vyapar,INE555P01013,537750,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kiranvyapar/KV02
Kiri Industries,INE415I01015,532967,KIRIINDUS,EQ,https://www.moneycontrol.com/india/stockpricequote/dyespigments/kiriindustries/KDC01
Kirl Electric,INE134B01017,533193,KECL,EQ,https://www.moneycontrol.com/india/stockpricequote/electricequipment/kirloskarelectricco/KEC02
Kirloskar Bros,INE732A01036,500241,KIRLOSBROS,EQ,https://www.moneycontrol.com/india/stockpricequote/pumps/kirloskarbrothers/KB02
Kirloskar Ferro,INE884B01025,500245,KIRLFER,,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/kirloskarferrousindustries/KFI01
Kirloskar Ind,INE250A01039,500243,KIRLOSIND,EQ,https://www.moneycontrol.com/india/stockpricequote/kirloskarind/kirloskarindustries/KOE
Kirloskar Invt,INE920K01010,533297,KBIL,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/kirloskarbrothersinvestments/KBI01
Kirloskar Oil,INE146L01010,533293,KIRLOSENG,EQ,https://www.moneycontrol.com/india/stockpricequote/engines/kirloskaroilengines/KOE03
Kirloskar Pneum,INE811A01020,505283,KIRLPNU,EQ,https://www.moneycontrol.com/india/stockpricequote/compressors/kirloskarpneumaticcompany/KGK
Kisaan Parivar,INE102C01020,519230,,,https://www.moneycontrol.com/india/stockpricequote/kisaanparivar/kisaanparivarindustries/RA02
Kisan Mouldings,INE017C01012,530145,,,https://www.moneycontrol.com/india/stockpricequote/plastics/kisanmouldings/KM01
Kitex Garments,INE602G01020,521248,KITEX,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kitexgarments/KG01
Kkalpana Ind,INE301C01028,526409,,,https://www.moneycontrol.com/india/stockpricequote/plastics/kkalpanaindustries/KI30
Kkalpana Plas,INE465K01016,523652,,,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/kkalpanaplastick/SG01
Knowledge Marin,INE0CJD01011,543273,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/knowledgemarineengineeringworks/KME01
Koa Tools,INE316B01036,517471,,,https://www.moneycontrol.com/india/stockpricequote/engineering/koatoolsindia/KTI03
Kobo Biotech,INE881A01015,531541,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/kobobiotech/AO02
Kody Technolab,INE0Q7P01013,KODY,KODYTECH,SM,https://www.moneycontrol.com/india/stockpricequote/software/kodytechnolab/KTL
Koffee Break,INE208D01023,531602,,,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/koffeebreakpictures/KBP
Kohinoor Broad,INE414E01017,531366,,,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/kohinoorbroadcastcorporation/KBC
Kohinoor Foods,INE080B01012,512559,KOHINOOR,EQ,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kohinoorfoods/KF15
Kohinoor Techno,INE237D01014,519485,,,https://www.moneycontrol.com/india/stockpricequote/trading/kohinoortechnoengineers/AIN
Kokuyo Camlin,INE760A01029,523207,KOKUYOCMLN,EQ,https://www.moneycontrol.com/india/stockpricequote/diversified/kokuyocamlin/C02
Kolte-Patil,INE094I01018,532924,KOLTEPATIL,EQ,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/koltepatildevelopers/KD07
Kome-On Communi,INE833C01012,539910,,,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/komeoncommunication/KOC
Konark Synth,INE517D01019,514128,,,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/konarksynthetics/KS09
